x,y,label
-0.0,0.0,0
0.0006771047169059472,0.0024130679189971202,0
-0.0012543113181792106,0.004853058152802728,0
-0.0003638902570823829,0.007509986158106078,0
-0.0004022824264951253,0.010016988076209495,0
0.0030941929151494666,0.012143317491014275,0
0.005724219324479673,0.013905486182864336,0
0.007420248661202255,0.01589738724426267,0
0.004354072933540267,0.01957165230550993,0
-0.004320869063047575,0.022138673502883992,0
0.0054965830883188585,0.02445249133090828,0
0.001278380697398909,0.02753926687284526,0
0.00032711932050011864,0.03007340892510301,0
0.0064381637917990805,0.031939022650983105,0
0.002720952300476794,0.034982059175111574,0
-0.0013780645719595496,0.03756871894793752,0
0.005915627547783093,0.039661510952425275,0
-0.009252563457685107,0.041589725893464116,0
0.02102359239616823,0.03991455446912786,0
0.003211247366418645,0.0475106470856459,0
0.033852140124831245,0.036967277972668494,0
0.019923312050577808,0.04871493343347988,0
0.020586060310202187,0.05115071875653182,0
0.011391715039270932,0.05650727632738874,0
0.012617772963067075,0.05881206960444203,0
0.028230558351068562,0.05593648462569196,0
0.002464125552282186,0.06511630033181222,0
0.016198773512111058,0.06570172525930369,0
0.025208045723537124,0.06549157665692568,0
0.021024364697771372,0.06957446531083031,0
0.026678884324762894,0.07029557562606881,0
0.039051236369554876,0.0671669202938761,0
0.02271289893422434,0.07691712828270093,0
-0.0028902980916073622,0.0826562488312476,0
0.05672704415104705,0.06358697495252497,0
0.020057710692742002,0.08539533667870423,0
0.02023209788537049,0.08792789431115462,0
0.016893994530493357,0.09117996032535304,0
0.02877606362955846,0.09078674433290414,0
0.06096792388338032,0.07639942634300825,0
0.03165043913102995,0.09512327701342069,0
0.06730067133265805,0.07765048962537094,0
0.02946704241737466,0.10105456853178356,0
0.05375143585654466,0.093407878669718,0
0.0584638894302333,0.0935024131576819,0
0.06598136840886917,0.09146708900514745,0
0.056841361680298956,0.10030171185095856,0
0.017221336908985342,0.1165288227772425,0
0.03857139803100721,0.11394962991056432,0
0.041482347485237527,0.11558883339290114,0
0.041811567702355806,0.11813217916657913,0
0.07654910461545414,0.10236245237615198,0
0.07450690466012976,0.10692772836138925,0
0.05523054326677217,0.1208054163555989,0
0.06867794813199515,0.11661821170709899,0
0.08505966076102574,0.10847115302582101,0
0.04030232691098071,0.13443991659622553,0
0.12118947333085069,0.07563910905806037,0
0.09248369776910917,0.11214850058687084,0
0.08132289833577541,0.12349909615047519,0
0.09789371338722537,0.11414790477673045,0
